公司,航班号,起飞机场,到达机场,起飞时间,到达时间,机型,价格,最大折扣,满载,当前人数,起始城市,到达城市
中国南方航空(集团)公司,CZ6311,流亭机场,宝安国际机场,10:40,13:25,321,2125,0,160,153,青岛,深圳
上海航空公司,FM5144,太原武宿机场,虹桥国际机场,18:20,20:10,737,3285,0.15,180,174,太原,上海
中国国际航空公司,CA1184,美兰机场,遥墙机场,20:35,0:55,738,3465,0.4,210,204,海口,济南
中国国际航空公司,CA4112,首都国际机场,双流国际机场,9:00,11:45,JET,1285,0,100,96,北京,成都
中国国际航空公司,CA4981,高崎国际机场,白塔机场,12:30,17:05,733,2793,0,130,125,厦门,呼和浩特
中国南方航空(集团)公司,CZ3621,遥墙机场,桃仙机场,10:20,11:40,738,1486,0.2,160,151,济南,沈阳
中国南方航空(集团)公司,CZ6442,遥墙机场,长春龙嘉国际机场,17:50,19:40,320,1995,0.1,270,264,济南,长春
奥凯航空,BK2825,滨海国际机场,萧山国际机场,7:50,9:30,738,2165,0.4,260,253,天津,杭州
中国国际航空公司,CA4638,桃仙机场,美兰机场,14:00,19:50,738,2163,0.39,140,136,沈阳,海口
海航集团祥鹏航空公司,8L9936,禄口国际机场,巫家坝国际机场,12:10,16:05,737,3159,0.1,240,236,南京,昆明
中国国际航空公司,CA1890,硕放机场,首都国际机场,11:15,13:15,738,1455,0.4,190,183,无锡,北京
中国南方航空(集团)公司,CZ5129,浦东国际机场,首都国际机场,9:40,11:55,300,2393,0.3,240,233,上海,北京
中国南方航空(集团)公司,CZ6427,周水子机场,新郑机场,9:30,11:20,321,3371,0.5,220,215,大连,郑州
中国南方航空(集团)公司,CZ3226,咸阳机场,宝安国际机场,10:20,13:00,320,2810,0.3,110,104,西安,深圳
中国南方航空(集团)公司,CZ6960,遥墙机场,地窝堡国际机场,17:25,23:25,73G,1904,0.1,160,156,济南,乌鲁木齐
中国国际航空公司,CA1644,太平机场,首都国际机场,12:40,14:30,738,3231,0.05,160,154,哈尔滨,北京
中国南方航空(集团)公司,CZ3843,新郑机场,萧山国际机场,8:05,9:20,738,2383,0.35,180,174,郑州,杭州
中国南方航空(集团)公司,CZ6876,新郑机场,外砂机场,20:30,23:40,733,2847,0,210,205,郑州,汕头
中国南方航空(集团)公司,CZ6151,朝阳川机场,首都国际机场,7:40,9:45,319,3555,0.4,220,215,延吉,北京
中国南方航空(集团)公司,CZ6986,长乐机场,地窝堡国际机场,16:15,23:20,JET,3607,0,280,277,福州,乌鲁木齐
中国国际航空公司,CA4681,流亭机场,宝安国际机场,16:35,19:35,738,2894,0.3,100,96,青岛,深圳
中国南方航空(集团)公司,CZ3315,宝安国际机场,永强机场,12:30,14:10,320,1145,0.4,270,263,深圳,温州
中国南方航空(集团)公司,CZ3867,黄花机场,巫家坝国际机场,17:05,18:45,733,3148,0.4,110,107,长沙,昆明
中国南方航空(集团)公司,CZ6761,凤凰国际机场,栎社机场,7:20,10:10,321,2154,0.4,280,276,三亚,宁波
四川航空股份有限公司,3U8947,江北国际机场,遥墙机场,16:15,18:10,320,2681,0.5,290,286,重庆,济南
中国南方航空(集团)公司,CZ6259,永强机场,高崎国际机场,14:40,15:35,M90,2671,0,170,161,温州,厦门
四川航空股份有限公司,3U8804,咸阳机场,双流国际机场,16:30,17:45,319,1026,0.4,190,187,西安,成都
中国南方航空(集团)公司,CZ3773,吴圩机场,太原武宿机场,8:00,12:00,73G,1893,0.33,120,112,南宁,太原
中国南方航空(集团)公司,CZ6401,桃仙机场,双流国际机场,18:00,22:45,M90,2939,0.4,150,142,沈阳,成都
中国南方航空(集团)公司,CZ6951,地窝堡国际机场,萧山国际机场,10:25,15:55,757,3705,0.1,140,134,乌鲁木齐,杭州
中国南方航空(集团)公司,CZ6986,长乐机场,新郑机场,16:15,18:20,JET,2142,0.3,250,242,福州,郑州
中国南方航空(集团)公司,CZ5162,首都国际机场,萧山国际机场,22:00,23:55,320,3185,0.4,150,143,北京,杭州
中国国际航空公司,CA1296,地窝堡国际机场,首都国际机场,9:30,13:00,738,2398,0.13,200,197,乌鲁木齐,北京
四川航空股份有限公司,3U8879,江北国际机场,新郑机场,11:00,12:30,ERJ,2205,0.4,230,222,重庆,郑州
中国南方航空(集团)公司,CZ5161,萧山国际机场,首都国际机场,19:05,21:05,320,2902,0.4,180,177,杭州,北京
中国南方航空(集团)公司,CZ6435,周水子机场,遥墙机场,16:10,17:10,321,1926,0.3,300,297,大连,济南
中国南方航空(集团)公司,CZ3203,咸阳机场,曹家堡机场,11:15,12:35,757,1382,0.2,110,100,西安,西宁
中国国际航空公司,CA4981,遥墙机场,白塔机场,15:25,17:05,733,1349,0.2,240,230,济南,呼和浩特
中国南方航空(集团)公司,CZ3257,新白云国际机场,观音机场,8:35,10:40,320,2231,0.48,260,255,广州,徐州
中国国际航空公司,CA4177,双流国际机场,太平机场,8:15,11:35,319,2217,0,250,247,成都,哈尔滨
中国南方航空(集团)公司,CZ3838,骆岗机场,美兰机场,17:50,21:45,733,2877,0.2,200,194,合肥,海口
中国南方航空(集团)公司,CZ3782,太原武宿机场,龙洞堡机场,17:10,21:10,738,3677,0,220,214,太原,贵阳
四川航空股份有限公司,3U8855,巫家坝国际机场,河东机场,7:35,11:10,319,2685,0,210,201,昆明,银川
中国南方航空(集团)公司,CZ3983,张家界机场,流亭机场,6:50,10:20,320,2572,0.4,230,221,张家界,青岛
中国南方航空(集团)公司,CZ3716,丽江机场,宝安国际机场,13:20,16:50,319,2978,0.5,110,105,丽江,深圳
中国南方航空(集团)公司,CZ3652,浦东国际机场,龙洞堡机场,11:30,14:15,JET,2930,0.4,250,242,上海,贵阳
中国国际航空公司,CA1601,首都国际机场,桃仙机场,7:35,8:45,319,2986,0.2,210,206,北京,沈阳
四川航空股份有限公司,3U8868,曹家堡机场,巫家坝国际机场,12:10,15:40,320,3098,0.36,260,255,西宁,昆明
上海航空公司,FM5150,滨海国际机场,虹桥国际机场,11:45,13:35,M90,3619,0.1,270,262,天津,上海
四川航空股份有限公司,3U8932,永强机场,双流国际机场,10:45,13:35,320,1295,0.2,130,121,温州,成都
中国南方航空(集团)公司,CZ3679,宝安国际机场,正定国际机场,12:30,15:10,320,2573,0.1,120,113,深圳,石家庄
中国国际航空公司,CA4795,流亭机场,遥墙机场,8:10,8:50,CR2,2273,0.5,260,254,青岛,济南
中国国际航空公司,CA1333,首都国际机场,天河机场,7:40,9:40,738,2947,0.15,190,184,北京,武汉
中国南方航空(集团)公司,CZ6500,两江国际机场,天河机场,14:40,16:10,73G,2160,0.3,190,185,桂林,武汉
中国国际航空公司,CA1324,三灶机场,首都国际机场,16:25,19:25,738,2411,0.2,140,132,珠海,北京
上海航空公司,FM5552,骆岗机场,虹桥国际机场,18:40,19:40,M90,2612,0.4,300,297,合肥,上海
中国国际航空公司,CA1185,遥墙机场,宝安国际机场,8:15,10:55,738,2888,0.2,180,176,济南,深圳
中国国际航空公司,CA4705,骆岗机场,黄花机场,10:05,11:20,733,1922,0.3,160,157,合肥,长沙
中国国际航空公司,CA1897,首都国际机场,硕放机场,16:45,18:30,738,2814,0,100,90,北京,无锡
上海航空公司,FM5592,昌北机场,虹桥国际机场,16:15,17:30,321,2641,0.3,280,277,南昌,上海
中国南方航空(集团)公司,CZ6916,阜阳机场,新白云国际机场,11:10,13:15,ERJ,2351,0.2,190,186,阜阳,广州
中国南方航空(集团)公司,CZ3148,首都国际机场,福城机场,19:55,0:40,320,2786,0.1,200,194,北京,北海
中国南方航空(集团)公司,CZ3856,栎社机场,外砂机场,14:25,16:00,738,2781,0.3,180,171,宁波,汕头
中国南方航空(集团)公司,CZ3866,黄花机场,外砂机场,23:25,0:55,JET,1713,0.2,170,166,长沙,汕头
中国南方航空(集团)公司,CZ3588,虹桥国际机场,宝安国际机场,21:05,23:15,333,2390,0.3,140,133,上海,深圳
鹰联航空公司,EU2759,双流国际机场,禄口国际机场,8:55,10:55,319,3065,0.3,230,222,成都,南京
中国国际航空公司,CA1650,长春龙嘉国际机场,首都国际机场,12:10,13:50,JET,1919,0.3,270,261,长春,北京
中国南方航空(集团)公司,CZ3482,大理机场,新白云国际机场,12:10,16:05,319,1820,0.1,230,226,大理,广州
中国国际航空公司,CA1364,黄花机场,首都国际机场,20:15,22:30,JET,3105,0.3,190,182,长沙,北京
四川航空股份有限公司,3U8843,双流国际机场,太平机场,11:10,15:50,319,2150,0.1,280,277,成都,哈尔滨
中国南方航空(集团)公司,CZ3706,大同机场,长治机场,17:10,18:05,320,1636,0,250,243,大同,长治
中国南方航空(集团)公司,CZ3768,龙洞堡机场,三灶机场,21:55,23:10,73G,3873,0.3,260,255,贵阳,珠海
中国南方航空(集团)公司,CZ5403,浦东国际机场,双流国际机场,17:30,20:45,320,2536,0.4,220,210,上海,成都
四川航空股份有限公司,3U9202,宝安国际机场,白莲机场,21:25,22:20,319,2165,0.2,200,193,深圳,柳州
中国南方航空(集团)公司,CZ5104,首都国际机场,虹桥国际机场,9:00,11:10,333,1862,0.4,150,145,北京,上海
中国国际航空公司,CA1529,滨海国际机场,高崎国际机场,14:30,16:55,738,3628,0.5,250,244,天津,厦门
中国国际航空公司,CA4711,流亭机场,萧山国际机场,7:50,9:20,737,2828,0.1,110,101,青岛,杭州
海航集团祥鹏航空公司,8L7165,首都国际机场,巫家坝国际机场,8:35,11:55,738,1708,0.4,100,95,北京,昆明
中国南方航空(集团)公司,CZ6846,凤凰国际机场,三灶机场,8:30,9:30,320,2795,0.15,190,182,三亚,珠海
海航集团祥鹏航空公司,8L9910,巫家坝国际机场,西双版纳机场,22:40,23:25,737,1556,0.2,170,161,昆明,景洪
中国南方航空(集团)公司,CZ3127,黄花机场,首都国际机场,18:10,20:20,738,2070,0.2,170,166,长沙,北京
中国南方航空(集团)公司,CZ6244,许家坪机场,天河机场,10:20,11:10,738,1629,0.2,170,161,恩施,武汉
中国南方航空(集团)公司,CZ3176,首都国际机场,新郑机场,21:40,22:55,733,1582,0.2,130,124,北京,郑州
鹰联航空公司,EU2709,双流国际机场,桃仙机场,9:30,14:00,319,2074,0.4,220,212,成都,沈阳
中国国际航空公司,CA1665,首都国际机场,太平机场,13:55,15:40,738,3021,0.5,150,144,北京,哈尔滨
中国南方航空(集团)公司,CZ6416,白塔机场,桃仙机场,11:35,13:00,319,2132,0.5,130,127,呼和浩特,沈阳
中国南方航空(集团)公司,CZ6189,新白云国际机场,长洲机场,9:30,10:15,ERJ,1660,0.15,230,220,广州,梧州
中国南方航空(集团)公司,CZ3288,首都国际机场,两江国际机场,22:10,0:50,738,3521,0.1,150,143,北京,桂林
中国国际航空公司,CA4857,莱山机场,首都国际机场,11:40,12:50,738,2994,0.5,200,195,烟台,北京
中国南方航空(集团)公司,CZ3275,吴圩机场,龙洞堡机场,8:00,9:00,738,2843,0.4,140,134,南宁,贵阳
中国国际航空公司,CA4627,流亭机场,周水子机场,20:00,20:50,733,2057,0.2,290,282,青岛,大连
上海航空公司,FM2340,临沂机场,虹桥国际机场,21:30,22:30,737,2773,0.4,110,102,临沂,上海
中国国际航空公司,CA1815,首都国际机场,高崎国际机场,15:45,18:35,330,1998,0.3,240,237,北京,厦门
中国国际航空公司,CA1605,首都国际机场,周水子机场,10:30,11:55,JET,2483,0.1,240,231,北京,大连
大新华航空有限公司,CN7129,首都国际机场,太平机场,9:50,11:30,738,1905,0.2,180,170,北京,哈尔滨
中国南方航空(集团)公司,CZ3614,海浪机场,浦东国际机场,16:30,19:30,733,1135,0.1,250,244,牡丹江,上海
四川航空股份有限公司,3U8875,新郑机场,白塔机场,14:00,15:10,ERJ,3304,0.4,130,125,郑州,呼和浩特
中国南方航空(集团)公司,CZ3370,天河机场,新白云国际机场,11:30,13:05,738,3582,0.1,150,143,武汉,广州
中国南方航空(集团)公司,CZ3845,天河机场,三灶机场,8:25,10:10,73G,1303,0.2,130,123,武汉,珠海
中国南方航空(集团)公司,CZ6553,长春龙嘉国际机场,浦东国际机场,16:35,18:55,319,1204,0.4,280,270,长春,上海
中国国际航空公司,CA4652,首都国际机场,流亭机场,9:50,10:55,738,2544,0.3,210,204,北京,青岛
中国南方航空(集团)公司,CZ3169,天河机场,滨海国际机场,10:00,11:40,73G,3212,0.2,190,184,武汉,天津
鹰联航空公司,EU2718,江北国际机场,福城机场,12:10,13:40,319,3281,0.5,280,270,重庆,北海
中国南方航空(集团)公司,CZ8137,江北国际机场,西双版纳机场,7:45,9:15,319,3395,0.2,250,244,重庆,景洪
鹰联航空公司,EU2710,桃仙机场,双流国际机场,15:15,20:15,319,2997,0,200,194,沈阳,成都
中国国际航空公司,CA4106,首都国际机场,双流国际机场,19:30,22:15,JET,2819,0.4,200,196,北京,成都
海航集团祥鹏航空公司,8L7814,咸阳机场,地窝堡国际机场,19:10,22:35,738,2047,0,160,153,西安,乌鲁木齐
中国国际航空公司,CA1370,凤凰国际机场,首都国际机场,13:10,16:30,JET,2885,0.1,210,200,三亚,北京
奥凯航空,BK2831,滨海国际机场,三灶机场,13:25,16:10,738,2025,0.2,100,95,天津,珠海
中国南方航空(集团)公司,CZ6328,宝安国际机场,周水子机场,19:05,23:30,321,3505,0.2,290,281,深圳,大连
中国南方航空(集团)公司,CZ3419,新白云国际机场,巫家坝国际机场,20:40,22:45,733,2333,0.3,280,272,广州,昆明
四川航空股份有限公司,3U8826,永强机场,凤凰国际机场,19:50,23:00,319,2587,0,240,236,温州,三亚
鹰联航空公司,EU2715,双流国际机场,福城机场,7:30,9:10,319,1056,0.2,210,205,成都,北海
中国南方航空(集团)公司,CZ3695,新白云国际机场,太原武宿机场,14:30,17:10,321,3627,0.1,160,151,广州,太原
中国南方航空(集团)公司,CZ3852,虹桥国际机场,外砂机场,11:55,13:40,733,1767,0.2,130,127,上海,汕头
中国国际航空公司,CA1356,美兰机场,首都国际机场,21:30,0:50,JET,2124,0.2,180,174,海口,北京
中国南方航空(集团)公司,CZ3691,龙洞堡机场,新白云国际机场,16:10,17:40,73G,2126,0.34,300,293,贵阳,广州
中国国际航空公司,CA4982,遥墙机场,高崎国际机场,20:00,22:05,733,3613,0.1,210,201,济南,厦门
中国国际航空公司,CA1530,高崎国际机场,滨海国际机场,17:55,20:20,738,2913,0.3,220,210,厦门,天津
中国国际航空公司,CA4308,新白云国际机场,双流国际机场,13:05,15:00,JET,3196,0.4,300,290,广州,成都
中国南方航空(集团)公司,CZ3308,吴圩机场,新白云国际机场,10:00,11:35,738,2236,0.26,280,272,南宁,广州
中国南方航空(集团)公司,CZ3332,吴圩机场,新白云国际机场,18:10,19:20,319,3393,0.11,100,94,南宁,广州
中国南方航空(集团)公司,CZ3943,黄花机场,周水子机场,8:40,12:10,320,2968,0.3,300,294,长沙,大连
中国国际航空公司,CA1696,大庆萨尔图机场,首都国际机场,16:10,18:05,733,1871,0.1,300,297,大庆,北京
中国国际航空公司,CA1439,首都国际机场,江北国际机场,13:30,16:00,321,2472,0.5,190,187,北京,重庆
中国南方航空(集团)公司,CZ6260,流亭机场,太平机场,20:30,22:25,M90,1954,0.3,100,97,青岛,哈尔滨
中国南方航空(集团)公司,CZ3390,宝安国际机场,黄花机场,10:00,11:05,320,2365,0.3,300,291,深圳,长沙
中国国际航空公司,CA1711,萧山国际机场,首都国际机场,9:55,12:00,320,2407,0.5,240,235,杭州,北京
奥凯航空,BK2858,泉州晋江机场,滨海国际机场,11:25,15:20,738,2732,0.3,130,123,晋江,天津
中国国际航空公司,CA4130,首都国际机场,江北国际机场,11:30,14:00,73G,2147,0.5,210,201,北京,重庆
中国南方航空(集团)公司,CZ6366,天河机场,美兰机场,10:40,12:50,733,2779,0.44,130,124,武汉,海口
中国南方航空(集团)公司,CZ3318,江北国际机场,宝安国际机场,21:15,23:05,319,1946,0.1,220,213,重庆,深圳
中国南方航空(集团)公司,CZ6821,地窝堡国际机场,伊宁机场,10:00,11:05,73G,2720,0.4,260,257,乌鲁木齐,伊宁
中国南方航空(集团)公司,CZ3632,太平机场,流亭机场,12:55,14:45,738,3003,0.4,180,175,哈尔滨,青岛
中国国际航空公司,CA1381,白塔机场,新白云国际机场,7:40,10:45,733,2120,0.4,150,146,呼和浩特,广州
中国南方航空(集团)公司,CZ3843,萧山国际机场,永强机场,10:05,10:40,738,2657,0.3,190,180,杭州,温州
中国国际航空公司,CA1583,首都国际机场,禄口国际机场,12:00,13:50,319,1567,0.4,110,102,北京,南京
中国南方航空(集团)公司,CZ3203,新白云国际机场,咸阳机场,8:00,10:25,JET,2797,0.1,160,152,广州,西安
中国南方航空(集团)公司,CZ3189,宝安国际机场,首都国际机场,15:30,18:30,333,1907,0.07,220,214,深圳,北京
中国南方航空(集团)公司,CZ2889,黄花机场,福城机场,23:05,0:40,320,3701,0.2,250,242,长沙,北海
上海航空公司,FM5427,浦东国际机场,江北国际机场,21:00,23:55,321,2135,0.5,150,141,上海,重庆
四川航空股份有限公司,3U8936,永强机场,江北国际机场,10:30,13:00,319,1721,0.1,260,253,温州,重庆
中国南方航空(集团)公司,CZ3376,新白云国际机场,黄花机场,10:15,11:25,320,2069,0.22,300,291,广州,长沙
四川航空股份有限公司,3U8843,遥墙机场,太平机场,13:50,15:50,319,2000,0.1,280,276,济南,哈尔滨
中国南方航空(集团)公司,CZ3587,宝安国际机场,虹桥国际机场,17:00,19:15,333,2871,0.08,290,283,深圳,上海
中国国际航空公司,CA8236,美兰机场,天河机场,22:15,0:15,320,2225,0.5,170,167,海口,武汉
中国南方航空(集团)公司,CZ6385,吴圩机场,流亭机场,15:40,19:35,738,3489,0.5,110,101,南宁,青岛
中国南方航空(集团)公司,CZ3622,桃仙机场,遥墙机场,12:30,14:00,738,2299,0.1,100,95,沈阳,济南
中国南方航空(集团)公司,CZ6359,凤凰国际机场,太平机场,10:00,16:00,733,3176,0.4,120,113,三亚,哈尔滨
中国南方航空(集团)公司,CZ3744,宝安国际机场,太平机场,17:15,22:30,M90,3336,0.42,210,206,深圳,哈尔滨
海航集团祥鹏航空公司,8L9988,栎社机场,巫家坝国际机场,20:20,23:10,737,2735,0.4,250,247,宁波,昆明
中国南方航空(集团)公司,CZ3203,新白云国际机场,曹家堡机场,8:00,12:35,757,3773,0.3,210,204,广州,西宁
中国南方航空(集团)公司,CZ3804,萧山国际机场,新白云国际机场,13:05,15:05,321,1663,0.3,100,91,杭州,广州
